"notes","created_at","updated_at","is_active","id_user_created","id_user_updated","id","business_tax_id","name","status","date_aproved","short_name","address","country","area_code","city","zip_code","website","is_profit_margin_included","default_profit_margin","credit_term","phone","skype","dispatch_address","email","email_payment","dispatch_days","cargo_reference","type_partner","businnes_start","consolidate","reference_1","contact_reference_1","phone_reference_1","reference_2","contact_reference_2","phone_reference_2","is_verified","seller","id_seller","years_in_market"
"","2025-01-14 16:33:44.908738","2025-03-27 07:36:19.752660",1,0,2,11,"390485452",Roses Land S.A,APROBADO,,,"Cumbaya, Av.Pampite, Ed.Yoocumbaya, 514",Ecuador,,Quito,,,0,0.06,0,,,"Cumbaya, Av.Pampite, Ed.Yoocumbaya, 514",olgaren7@yahoo.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:44.942949","2025-03-27 07:25:38.214679",1,0,2,12,"390486452",Ecuador Direct Roses,APROBADO,,,"1500 Weston Rd Ste 214, Weston, Fl. 33326",Estados Unidos,,Weston,,,0,0.06,30,,,"1500 Weston Rd Ste 214, Weston, Fl. 33326",compras@ecuadordirectroses.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:44.975843","2025-03-27 07:23:01.481864",1,0,2,13,"390484752",Blossom Mfs,APROBADO,,,"9220 Fontaineblue",Estados Unidos,,Miami,,,0,0.06,30,,,"9220 Fontaineblue",contabilidad@blossomfs.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.009203","2025-03-27 07:23:17.755427",1,0,2,14,"390498452",Comtransflor  Big Art,APROBADO,,,Galaxias Lote 21 Y Venus,Ecuador,,Quito / Alangasi,,,0,0.06,10,,,Galaxias Lote 21 Y Venus,mmoreno@mail.ru,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.040634","2025-06-25 14:30:19.099367",1,0,2,15,"390428452",LATITUD CERO EXPORT GH SCC,APROBADO,,,Ecuador/Pichincha/Quito/Mariscal Sucre/Pasaje E 13c N22 -115 Y Calle Lugo / Sierra,ECUADOR,,Quito,,,0,0.06,30,,,Ecuador/Pichincha/Quito/Mariscal Sucre/Pasaje E 13c N22 -115 Y Calle Lugo / Sierra,luxus8@luxusblumen.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.080126","2025-03-27 07:30:30.362575",1,0,2,16,"3902348452",Interflora Logistic Narcis Tamara,APROBADO,,,"Kasajstan, Almmaty, Ul. Kisilua, 115-45",Kazakhstan,,Kazakhstan,,,0,0.06,30,,,"Kasajstan, Almmaty, Ul. Kisilua, 115-45",interfloralogistic9@gmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.127981","2025-03-27 09:16:26.977391",1,0,2,17,"3904738452",WALLFLOWERS PROPERTIES / ELENA KRAMSKOVA,APROBADO,,,Carlos Julio Arosemena  E14-171 Y Guanguiltagua Batan Alto,Ecuador,,Quito,,,0,0.06,15,,,,elenakramskova@hotmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.161771","2025-03-27 07:36:39.384845",1,0,2,18,"3904548452",Zion Flowers Inc.,APROBADO,,,"5700 Sw 88th Street Pinecrest,Fl-33156",Estados Unidos,,Miami,,,0,0.06,30,,,"5700 Sw 88th Street Pinecrest,Fl-33156",logistics@zionflowers.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.194571","2025-03-27 07:30:56.236342",1,0,2,19,"39048456322",Jet Fresh Flowers Distributors,APROBADO,,,"2000 Nw 70th Ave Miami, Fl 33122",Estados Unidos,,Miami,,,0,0.06,30,,,"2000 Nw 70th Ave Miami, Fl 33122",invoices@jetfreshflowers.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.229022","2025-03-27 07:34:06.679278",1,0,2,20,"39320048452",Moneymaker,APROBADO,,,Moscu - Rusia,Rusia,,Moscow,,,0,0.06,0,,,,import389@gmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.262062","2025-03-27 07:31:11.761206",1,0,2,21,"39052048452",L.A.Premium/Vinbal Inc,APROBADO,,,Alhambra/ California,Estados Unidos,,Estados Unidos,,,0,0.06,30,,,Alhambra/ California,lorefalco@hotmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.297346","2025-03-27 07:29:54.526570",1,0,2,22,"390487898452",Impex Flowers,APROBADO,,,"Kazajstan, Almaty Altayskaya St., Tauly",Kazakhstan,,Kazakhstan,,,0,0.06,30,,,"Kazajstan, Almaty Altayskaya St., Tauly",invoice@impexflowers.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.330139","2025-05-26 20:31:15.745509",1,0,2,23,"390412118452",CV FLOR,APROBADO,,CV,"7410 State St, Huntington Park, Ca 90257",Estados Unidos,,Estados Unidos,,,0,0.06,30,,,"7410 State St, Huntington Park, Ca 90257",cvflor-facturas@hotmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.360741","2025-03-27 07:36:02.546116",1,0,2,24,"390455648452",Roseec /  Ivan's Flowers,APROBADO,,,"714 San Predro St Los Angeles",Los Angeles,,Los Angeles - Usa,,,0,0.06,30,,,"714 San Predro St Los Angeles",facturacion@roseec.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.393720","2025-03-27 07:23:35.835733",1,0,2,25,"367889048452",Cute Lilies Flower Chocolate&Gifts,APROBADO,,,"Zone - 55,Street - 820,Building - 9 Muither",Qatar,,Doha,,,0,0.06,0,,,"Zone - 55,Street - 820,Building - 9 Muither",msartin18@gmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.432472","2025-03-27 07:26:26.874962",1,0,2,26,"390486768452",Flourish And Grace Llc  / Morales Flowers,APROBADO,,,"100 Se 2nd St Ste 2000, Miami, Fl 33131",Estados Unidos,,Miami,,,0,0.06,0,,,"100 Se 2nd St Ste 2000, Miami, Fl 33131",sales@flourishandgracefloral.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.477330","2025-06-25 22:27:41.727106",1,0,2,27,"1792295491001",KOSMO FLOWERS (EXPROSES S.A.),APROBADO,,KS,LA PRADERA Calle: LA PRADERA Número: E7- 97 Intersección: SAN SALVADOR,ECUADOR,,QUITO,,,1,0.06,45,"0996105938",,,yazmina@moonlightflowerscorp.com,,,,PROVEEDOR,,0,Yazmina Flores,,,,,,1,,0,0
"","2025-01-14 16:33:45.516827","2025-05-28 09:20:43.598389",1,0,2,28,"1792918073001",SANTA CLARA,APROBADO,,STC,Ave. Amazonas N45-45 y Pereira,ECUADOR,,QUITO,,,0,0.06,45,,,,santaclara_gardens@hotmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.558207","2025-01-26 00:47:11.046378",1,0,2,29,"1002339800001",YAMITEO FLOWERS,APROBADO,,,CAYAMBE SAN JOSE DE AYORA,ECUADOR,"",CAYAMBE,"","",0,0.06,45,"0991434229","","",yamiteoflower@hotmail.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-14 16:33:45.592980","2025-05-15 07:14:22.288706",1,0,2,30,"1793199833001",ROSAS DEL CAMPO,APROBADO,,RDC,Panamericana Norte E35 y entrada camino Tupigachi Ex hacienda E,ECUADOR,,CAYAMBE,,,0,0.06,45,"0999091725",,,l_lanchimba@hotmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.627106","2025-01-25 01:04:37.703112",1,0,2,31,"1726809856001",FAIRIS GARDEN,APROBADO,,,CARLOS PONCE 10-27 Y SN,ecuador,"",pedro moncayo,"","",0,0.06,45,"","","",fairisgarden@gmail.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-14 16:33:45.659597","2025-01-25 22:26:48.532790",1,0,2,32,"1791242807001",FLORIFRUT S.A.,APROBADO,,,VICENTE ESTRELLA S/N S/N TABACUNDO,ECUADOR,"",PEDRO MONCAYO,"","",0,0.06,45,"","","",documents@artroses.net,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-14 16:33:45.694983","2025-02-07 17:57:39.305275",1,0,2,33,"1792596033001",FLORES DE LA HACIENDA,APROBADO,,,BARRIO SAN ANTONIO,ECUADOR,,MIRA - CARCHI,,,0,0.06,45,,,,documentos.floresdelahacienda@gmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-14 16:33:45.730197","2025-01-26 00:45:21.323728",1,0,2,34,"1711431641001",VALENT ROSES,APROBADO,,,San José Grande Frente a Golden Land,ECUADOR,"",TABACUNDO,"","",0,0.06,45,"0995790845","","",sales@valentroses.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-14 16:33:45.765795","2025-05-06 15:17:25.749066",1,0,2,35,"1500433444001",SPRING ROSES,APROBADO,,SR,"Av. Interoceanica y Siena, Edificio Halcon Oficina 208",ECUADOR,,QUITO,,,0,0.06,45,"0999001727",,,sales@spring-roses.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-25 00:35:03.727734","2025-03-31 07:50:15.567556",1,2,2,38,"1715694202001",ADONAI FLOWERS,APROBADO,,AF,CAYAMBE,ECUADOR,,CAYAMBE,,,0,0.06,45,,,,contabilidad.adonaiflowers@gmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-25 00:38:40.485085","2025-03-31 07:50:34.762793",1,2,2,39,"1718678475001",AGAPE ROSES,APROBADO,,AG,Cangahua Via Principal,ECUADOR,,CAYAMBE,,,0,0.06,45,"0967440506",,,gerencia.agaperoses@gmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-25 00:43:06.991624","2025-03-31 07:49:40.422815",1,2,2,40,"1722695739001",ALEXA FLOWERS,APROBADO,,AX,COMUNIDAD LUIS FREIRE SECTOR N 2,ECUADOR,,PEDRO MONCAYO,,,0,0.06,45,"0939143656",,,alexapinango2412@gmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-25 00:54:31.265814","2025-03-29 10:03:09.582887",1,2,2,41,"1727914655001",CAPITAL ROSES,APROBADO,,CAPITAL,COMUNIDAD CHAUPILOMA,ECUADOR,,PEDRO MONCAYO,,,0,0.06,45,"0982334879",,,capitalroses.ec@gmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-25 01:00:38.964502","2025-04-10 08:17:55.890528",1,2,2,42,"1792119146001",EDEN ROSES,APROBADO,,EDR,KM 1 VIA HACIENDA ANCHOLAG,ECUADOR,,CAYAMBE,,,0,0.06,45,,,,sales1@eden-roses.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-25 22:24:30.791760","2025-01-25 22:24:30.791782",1,2,2,43,"1792934702001",FLORICOLA PALATUFLOWERS S.A.,APROBADO,,,Km 5 via Loreto sn Junto al reservorio de la EEQSA,ECUADOR,"",SANGOLQUI,"","",0,0.06,45,"","","",logistics@palatuflowers.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-25 22:30:40.570529","2025-01-26 00:28:33.426990",1,2,2,44,"0000000000",FOREVER FLOR,APROBADO,,,LASSO VIA A SAN AGUSTIN Km 2 1/2,ECUADOR,"",LATACUNGA,"","",0,0.06,45,"098355088","","",sales@foreverflor.net,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-25 22:33:06.245870","2025-01-25 22:33:06.245898",1,2,2,45,"1791297903001",PRODUCNORTE S.A. (GREENROSES),APROBADO,,,Comunidad San Esteban,ECUADOR,"",CAYAMBE,"","",0,0.06,45,"022792121","","",sales@greenrose.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-25 23:30:38.218595","2025-01-25 23:30:38.218629",1,2,2,46,"0000000001",HIGH GARDEN,APROBADO,,,SANTA ROSA DE CUZUBAMBA BARRIO EL MANZPAON:O CALLE ENTRADA LOS PAVOS,ECUADOR,"",CAYAMBE,"","",0,0.06,45,"","","",invoices@kosmoflowers.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-25 23:31:49.006895","2025-01-25 23:31:49.006929",1,2,2,47,"0992337222001",INROSES S.A.,APROBADO,,,"Calle Secundaria SN, sector Cruz Loma",ECUADOR,"",CAYAMBE,"","",0,0.06,45,"","","",sales@inroses.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-25 23:35:53.915812","2025-05-22 10:50:28.878602",1,2,2,48,"1792241243001",J&M FLOWERS,APROBADO,,J,Jose Catucuago S/N Sector el Tambo,ECUADOR,,QUITO,,,0,0.06,45,"0991033081",,,jym_contabilidad@andinanet.net,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-25 23:40:06.499767","2025-01-25 23:40:06.499812",1,2,2,49,"1707100770001",MAYERLY C FLOWER,APROBADO,,,CARLOS MANUEL RESTAURACION S1-39 Y JUNIN,ECUADOR,"",CAYAMBE,"","",0,0.06,45,"","","",mayerlycflowers@gmail.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-25 23:42:24.111604","2025-03-31 07:48:38.840024",1,2,2,50,"0000000002",MONTEBELLOFARMS CIA. LTDA.,APROBADO,,MT,ESPEJO / SAN ISIDRO / VIA LA QUINTA SN Y SN,ECUADOR,,CARCHI,,,0,0.06,45,"0982096058",,,inunez@montebello.com.ec,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-25 23:50:31.971926","2025-01-25 23:50:31.971958",1,2,2,51,"1003591219001",PARADISE FLORAL,APROBADO,,,"AYORA, SEGUNDO DURAN N3-95 AV. EL EJERCITO ORIENTE.",ECUADOR,"",CAYAMBE,"","",0,0.06,45,"","","",paradise97flowers@hotmail.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-25 23:53:38.878969","2025-01-25 23:53:38.879006",1,2,2,52,"0501485569001",QUALITY HARVEST FARMS,APROBADO,,,"48PM+2H4, Saquisilí",ECUADOR,"",LATACUNGA,"","",0,0.06,45,"","","",invoices.qualityharvestf@hotmail.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-25 23:56:38.538514","2025-01-25 23:56:38.538545",1,2,2,53,"0000000003",ROMANCE FLOWERS,APROBADO,,,ISHIGTO ANIGUA FCA SN Y POSTES C,ECUADOR,"",CAYAMBE,"","",0,0.06,45,"","","",romanceflowers@hotmail.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-26 00:28:10.660496","2025-01-26 00:28:10.660536",1,2,2,54,"1792544289001",ROSES LAND FARM S.A.,APROBADO,,,"BARRIO LA ESTACION, RIELES DEL TREN S/N",ECUADOR,"",QUITO,"","",0,0.06,45,"023664823","","",ventasrosesland@outlook.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-26 00:30:30.923956","2025-02-12 08:08:56.246238",1,2,2,55,"0591701088001",ROSESUCCESS,APROBADO,,,VIA TANICUCHI KM 4 1/2,ECUADOR,,COTOPAXI,,,0,0.06,45,"032701077",,,sales1@rosesuccess.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-26 00:33:46.241948","2025-05-14 07:37:59.136294",1,2,2,56,"1714349915",ROSSIE FLOWES,APROBADO,,RSSF,LA DELICIA Y PEDRO CARRERA,ECUADOR,,QUITO,,,0,0.06,45,"0996381521",,,rossieflowers@hotmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-01-26 00:36:03.307145","2025-01-26 00:36:03.307191",1,2,2,57,"052408180001",SAMANTA FARMS,APROBADO,,,PARROQUIA ELOY ALFARO BARRIO CRUZ LOMA,ECUADOR,"",SAQUISILI,"","",0,0.06,45,"0993627525","","",mirianchangoluisa81@gmail.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-26 00:40:35.735829","2025-01-26 00:40:35.736301",1,2,2,58,"1721145322001",SHARLYTH FLOWERS,APROBADO,,,TABACUNDO,ECUADOR,"",TABACUNDO,"","",0,0.06,45,"0998907045","","",sharlythflowersd.ec@gmail.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-26 00:51:28.570694","2025-01-26 00:51:28.570721",1,2,2,59,"1716453749001",BETS ROSES,APROBADO,,,ANGAHUA PANAMERICANA KM 5,ECUADOR,"",CAYAMBE,"","",0,0.06,45,"0980887377","","",bets_roses1@outlook.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-26 00:53:39.645425","2025-01-26 00:53:39.645466",1,2,2,60,"1727538819001",GQ FLOWERS/ GUALAVISI QUISHPE MEDARDO,APROBADO,,,PITANA BAJO,ECUADOR,"",CAYAMBE,"","",0,0.06,45,"0998282259","","",gqflowers@hotmail.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-26 00:58:14.032474","2025-01-26 00:58:14.032514",1,2,2,61,"1727463091001",GUADALUPE ROSSES,APROBADO,,,Comunidad Santo Domingo de Guzmán,ECUADOR,"",CAYAMBE,"","",0,0.06,45,"0985581134","","",guadaluperosses905@gmail.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-26 01:02:14.535886","2025-01-26 01:02:14.535919",1,2,2,62,"0401000930001",MEGA ROSES DEL NORTE,APROBADO,,,CALLE PICHINCHA CASA 20-27 -BARRIO SAN FRANCISCO,ECUADOR,"",CARCHI,"","",0,0.06,45,"0994254934","","",sales.megaroses@outlook.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-26 01:07:19.271614","2025-01-26 01:07:19.271660",1,2,2,63,"0000000004",OLYA FARMS S.A.,APROBADO,,,"Vìa Lasso Mulalo Km 2, calle principal s/n",ECUADOR,"",LATACUNGA,"","",0,0.06,45,"032719613","","",sales@matizroses.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-01-26 01:09:59.178174","2025-01-26 01:09:59.178216",1,2,2,64,"1727598649001",SHADDAI ROSES,APROBADO,,,COMUNIDAD PITANA BAJO,ECUADOR,"",CAYAMBE,"","",0,0.06,45,"0959840945","","",shaddairoses@gmail.com,"","","",PROVEEDOR,"",0,"","","","","","",1,,0,0
"","2025-02-03 11:28:09.807313","2025-03-31 07:51:41.772982",1,2,2,65,"0000000005",FLORAROMA,APROBADO,,FA,QUITO,ECUADOR,,QUITO,,,0,0.06,0,,,,,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-03-18 22:10:47.739830","2025-03-31 07:52:13.599210",1,2,2,66,"000000000011",ECOFLOR,APROBADO,,EF,PANAMERICANA NORTE KM 1/2 SECTOR NAPOLES,ECUADOR,,CAYAMBE,,,0,0.06,45,,,,sales1@ecoflorgroup.com,cobranza@ecoflorgroup.com,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-03-27 07:20:56.748981","2025-03-27 07:20:56.749014",1,2,2,67,"0000000001",Alwasys For You Inc,APROBADO,,,"992 east 15 st Brooklyn",Estados Unidos,,New York,"11230",,0,0.06,30,,,,ymichailov@hotmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 07:43:04.508960","2025-03-27 07:43:04.508989",1,2,2,68,"5507091646",Barsflora,APROBADO,,,KONEVA 85,Rusia,,OMSK,,,0,0.06,10,"995301912",,,barsflors86@mail.ru,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 07:57:56.428865","2025-06-02 16:34:34.386114",1,2,2,69,"0000000001",CANTIKA,APROBADO,,,Francisco Salazar E1061 y Camilo Destruge,Ecuador,,Quito,,,0,0.06,0,"099 7101788",,,marialexnr@hotmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 08:06:09.543127","2025-03-27 08:06:09.543149",1,2,2,70,NL 8577 69212 B,Duno Import & Export BV,APROBADO,,,Legmeerdijk 313,The Netherlands,,Aalsmeer,"1431GB",,0,0.06,30,"0997491273",,,antonela@dunoflowers.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 08:15:58.466585","2025-03-27 08:18:18.148075",1,2,2,71,"0000000001",Eco Roses LA INC,APROBADO,,,"4718 San Fernando Road, Unit E",Estados Unidos,,California,,,0,0.06,15,"8184587275",,,ashot@ecorosesla.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 08:35:02.072933","2025-03-27 08:35:02.072954",1,2,2,72,"46-3787488",ECUAMIA FLOWERS CORP. / LOGISTICPASS S.A.S.,APROBADO,,,"2121 NW 79TH AVE",Estados Unidos,,Miami,,,0,0.06,30,,,,accounting@ecuamiaflowers.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 08:38:40.388937","2025-03-27 08:38:40.388953",1,2,2,73,"0000000001",FLOWER HOUSE GROUP,APROBADO,,,KAZAKHSTAN,RUSIA,,KAZAKHSTAN,,,0,0.06,45,,,,ecuador@flowershousegroup.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 08:41:31.740319","2025-03-27 08:41:31.740346",1,2,2,74,"205439869",FMI LLC,APROBADO,,,"1301 NW 84th Ave Suite #115",ESTADOS UNIDOS,,MIAMI,"33126",,0,0.06,45,(866) 916-5360,,,jorge@fmifarms.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 08:43:02.563426","2025-03-27 08:43:02.563452",1,2,2,75,"0000000001",HOLLAND FLOWER MARKET INC,APROBADO,,,"2200 E 27TH AVE VERNON, CA 90058",ESTADOS UNIDOS,,LOS ANGELES,"90058",,0,0.06,30,,,,payables@hollandflower.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 08:52:31.003405","2025-03-27 08:52:31.003435",1,2,2,76,"0000000001",IF IMPORTACIONES FLORALES,APROBADO,,,EL CINE GONZALES 2 1/2 AL SUR LEÓN BARRIO SAN SEBAS,NICARAGUA,,MANAGUA,,,0,0.06,0,,,,cmglobalproductsales@gmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 08:55:00.724433","2025-03-27 08:55:00.724462",1,2,2,77,"0000000001",INBLOOM,APROBADO,,,Pasaje Coyoacan S/N y Alfonso Lamiña,ECUADOR,,QUITO,,,0,0.06,90,,,,invoices@inbloomgroup.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 08:58:08.797685","2025-03-27 08:58:08.797708",1,2,2,78,"1717642357001",LUANFLOWERS SAS,APROBADO,,,ZAMBRANO Y CHECA,ECUADOR,,QUITO,,,0,0.06,30,"0992610070",,,luanflowersec@gmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 09:03:30.921605","2025-03-27 09:03:30.921625",1,2,2,79,"85 2837886","PACHA IMPORTS, INC",APROBADO,,,"104 19 LIVERPOOL ST. BRIARWOOD, NY, 11435",ESTADOS UNIDOS,,NEW YORK,"11435",,0,0.06,30,,,,sales@pachaimports.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 09:05:48.020391","2025-03-27 09:05:48.020423",1,2,2,80,"0000000001",ROZEN VALLEY,APROBADO,,,"4033 MAY DRIVE",CANADA,,CANADA,,,0,0.06,15,,,,marcela@rozenvalley.com,,,,CLIENTE,,0,,,,,,,1,,0,0
